"x"
"A7882254711596398998"
"A12715105291622241260"
"A11904042202533616296"
"A14313607079142576060"
"A1811809078740429410"
"A8939276526883850606"
"A17346897276123057938"
"A4309952515782535313"
"A14010854636101324080"
"A17441607497416653108"
"A1616673160784868359"
"A4397501242660246271"
"A9466197536795357047"
"A2196064840156224478"
"A1030951822013886604"
"A2364014586256446282"
"A12674053392489507834"
"A12987286349269541587"
"A920246827365211879"
"A7336033588047024986"
"A11674946067818416789"
"A4323318662823775416"
"A2382902137525852230"
"A16616733000950639120"
"A14072020204389679238"
"A10042587679114608201"
"A4636921359592853775"
"A14684332413682923461"
"A5622726473187056849"
"A16472563531392792423"
"A7165409877740701835"
"A18174946052094747826"
"A15958437075331838664"
"A12706377513553659144"
"A1972758778318578664"
"A5457019694359063053"
"A15397603004517293838"
"A9728615591717758804"
"A6727733020580964837"
"A13649860676196484520"
"A7263897179620061443"
"A12357616621095794218"
"A10427728821734988145"
"A4444481772575157273"
"A5003696014643584232"
"A3143669455292826795"
"A8048549266178570731"
"A3317492508571934985"
"A17576396311008656912"
"A6093936836321325299"
"A4146587779410842553"
"A13816188156730546428"
"A32535352174092651"
"A18214329899611078483"
"A11965081940185697077"
"A14483845209454706310"
"A5982032248341523192"
"A2952703384028746835"
"A14883960432055875315"
"A12998299878601254529"
"A13640964595643335998"
"A6778692975039781456"
"A10882682441027587832"
"A3628311390441277992"
"A12534029680720411171"
"A7901986471646443137"
"A16179618593999385471"
"A5562252511674301338"
"A2040248709755416937"
"A13800480650908031174"
"A9362688998086270636"
"A10734207902913670779"
"A14227191754387114597"
"A12841743392612320701"
"A34119533446062476"
"A9188002569202282188"
"A4198985523806875790"
"A1636974864915725700"
"A17499528714851401833"
"A1594532528870613895"
"A9754487935512667422"
"A2629127978404914424"
"A13303728988149152866"
"A7454596659525580365"
"A15680718615993793135"
"A11705328455650590009"
"A3958540529849527978"
"A10707202516231966804"
"A6011374603535969342"
"A557172480416046619"
"A10935912350625256220"
"A12259131888232372942"
"A17947496245523940404"
"A9480233854517436873"
"A4856226522619520557"
"A2200842722730737176"
"A10117614249248823487"
"A6673995836745223040"
"A3238253370167557411"
"A15046849927974396193"
"A957960267851979641"
"A14545326427417855279"
"A4291501571750547948"
"A8624544895865561357"
"A13230714279322716139"
"A13062203841909724497"
"A2792431002522728152"
"A14726341315770889017"
"A14921085774807426769"
"A16168336369910016574"
"A12154854735176449111"
"A5608959498264927257"
"A10826680933271598259"
"A14183185046920353619"
"A8978764697585850327"
"A18048346621856063626"
"A12753178967108731058"
"A8483078825404297367"
"A9371026118377967451"
"A2862757383800340708"
"A1782620723599268572"
"A2128287608860894253"
"A11205521485108094793"
"A13900443563215989975"
"A7410506150640765774"
"A2670797132581107756"
"A11313080876541754297"
"A15119664357902949270"
"A11480935000544631788"
"A17695113609919891014"
"A8024752842002986593"
"A10525869243075379212"
"A17010099623492527215"
"A3231236203448537059"
"A8458258937565662587"
"A5038371105779445790"
"A5961466520739014884"
"A17756023535411365759"
"A12960429893775085916"
"A7893571202557880915"
"A11537387400655812074"
"A1244202561152914545"
"A1340421391859879839"
"A241401477617557644"
"A7009529780005633690"
"A18026927225800497887"
"A5747526145139403046"
"A1268190285815459956"
"A11652442953097052171"
"A2210133410969960644"
"A15305978076538040356"
"A1579867525791538587"
"A8756152742328539454"
"A7587437312255367737"
"A8109534744282668429"
"A10396642405762830654"
"A10763272755601133935"
"A1469164633847668690"
"A14057077621585420744"
"A5070313583187639460"
"A2497127002938365791"
"A5921187515133445434"
"A6203868604844217168"
"A9036846843786153809"
"A16944141113735718602"
"A4120527777608253751"
"A8138580664293080803"
"A10510775033496863972"
"A3598619746488463607"
"A4811642365175933149"
"A13359178307267680194"
"A3423483822499118164"
"A13546126136509496438"
"A4509215023098080724"
"A4760353118977400716"
"A13094476607684927896"
"A7547860662755182541"
"A8078921037288908175"
"A486253555697720577"
"A10633445402371129277"
"A17204365022341771943"
"A1436260308529504566"
"A8198742856318273711"
"A2791005728722301133"
"A17452039141911395236"
"A11378322778907095543"
"A2567977287443639453"
"A18398736344859012067"
"A3104437702079960749"
"A17082549561281564368"
"A1095025706481923602"
"A16667807208253729791"
"A2969188473417154216"
"A13283167258230651015"
"A2037359462957990694"
"A8166187974697968844"
"A7980400278517920936"
"A11004590665084990475"
"A1470286786737128247"
"A15183242655239880670"
"A13428688861322932469"
"A13923674704799666533"
"A4159872257687944430"
"A8320312138152286857"
"A11002597126632373409"
"A16921146685858568479"
"A3690626155781097152"
"A8204044974368707662"
"A18380737090351169200"
"A7985238325307369576"
"A2226370394256322968"
"A7551351419143457991"
"A2859115860069046621"
"A14853765293596039442"
"A17139401968927688452"
"A5405931340559009698"
"A17753126590001228143"
"A5401779734166777141"
"A2392677341816036240"
"A8525530623357595455"
"A435918196484392371"
"A2625041157625062861"
"A724993804347571830"
"A1321109582159389144"
"A7387948231036167046"
"A13222926320516512530"
"A9358657533123191812"
"A2040389166714045482"
"A11812540346577146755"
"A9587738851654092021"
"A14175877231363426423"
"A6412165370163374945"
"A2174417184426841648"
"A4251076481523986297"
"A5102643539537878616"
"A17790047716396247835"
"A5949376495613605130"
"A17774101969042208594"
"A2916861143795637556"
"A8587508161837930000"
"A5880324842706084998"
"A1973750816827290861"
"A15214543415922771239"
"A15720838512704393944"
"A9645865841950924008"
"A10568204117554373479"
"A1654387338056646352"
"A15927614861901058638"
"A1409618014606349384"
"A87452824864678770"
"A13633310738730764361"
"A5793892690258846226"
"A5521555882394047898"
"A9740660805839037392"
"A16138303201914517788"
"A4071422383513948965"
"A1988240833112813072"
"A7064439963364290563"
"A12211996931445543844"
"A1881457051811867008"
"A2113227288052673664"
"A17197125695121402311"
"A5935814377532907520"
"A6275803531604564897"
"A16743529989640602561"
"A1479927802459350391"
"A12015786976016160835"
"A15296081588627101541"
"A4368162304688911003"
"A5514107537058653603"
"A1976317079974523603"
"A14195612631237302313"
"A9849318561852611548"
"A7729160201486514764"
"A5595101149478935772"
"A13031132578081663049"
"A10568785990334375103"
"A7231876445820585431"
"A12567991221472863183"
"A10617369490713006322"
"A92659943284661373"
"A16482426475877237043"
"A2398030683913592269"
"A7535910769313232908"
"A15883936419394836297"
"A15832922593864777709"
"A13655516038006490393"
"A4516199310532684811"
"A4796387233842570270"
"A1769936431713033403"
"A5678797971932359478"
"A3070498409245696458"
"A16950141395828538325"
"A3261797067832894071"
"A15798318534892617196"
"A18395479031225043902"
"A4384783066484393031"
"A7589848085283911101"
"A12617702128758464052"
"A6741406387449161218"
"A16953344454599992021"
"A3759000317255740927"
"A18072772566305217299"
"A3008162500812422546"
"A15706566195849933685"
"A1116739296332080343"
"A17438626037586435266"
"A5419040997223732115"
"A13247160188957204302"
"A1607626496235742354"
"A17307808524189518895"
"A18097267776181783030"
"A6032119197182302989"
"A10940559430950314241"
"A2148337552812089126"
"A8043355011859293175"
"A4603035155745813243"
"A5049241083298380165"
"A15027955694921260228"
"A7668218359455132409"
"A4827438380950443069"
"A10875641118693964893"
"A3009848384359777410"
"A1573992991652005073"
"A4092320968492217968"
"A6527154523791314354"
"A3710098353926256661"
"A6312011680025430824"
"A7024944993873539005"
"A17672026080037608008"
"A9733524185902900628"
"A10526636001208399307"
"A14430310154179444270"
"A273847621286767816"
"A4271146919713212411"
"A12251288380400005592"
"A4872280036286077721"
"A17187651162867174369"
"A17847236083335417038"
"A12661268748147272248"
"A840341633387542047"
"A15070569865358320812"
"A7758158281032209971"
"A7543204750402596539"
"A18161765806303849614"
"A5449238807381215651"
"A11639810554319005867"
"A12879586755232640991"
"A11213145514221118469"
"A9394112796771575498"
"A1919123676205608873"
"A8789927865894313411"
"A3549042358618091424"
"A16979228515925535881"
"A3069178127120146085"
"A12067664325130347773"
"A12735981304146967645"
"A2153190131967630522"
"A4638024994628939121"
"A14356578543080299655"
"A10408654402363750291"
"A4989929104576798468"
"A14222673607849180215"
"A10354266161857124196"
"A17575025580922746645"
"A11744414399228505599"
"A17989492302795528171"
"A10022030078192117291"
"A3508898537957273020"
"A12454021915515054275"
"A11888006592708551875"
"A5018146063881609375"
"A5169595232591098601"
"A18040032670499660181"
"A5447626454885338081"
"A7285340549111359265"
"A3278014594666274162"
"A2783100859886220653"
"A13276427047259203329"
"A16791097293533521987"
"A11357512916862891032"
"A5283592036696856180"
"A7430792495765366844"
"A17685164453122888648"
"A1062956724514890414"
"A4630193168506954887"
"A4282481438196617481"
"A16644474220849062369"
"A15819372178150899687"
"A14776838525420378771"
"A12754667932946648789"
"A14461829277078244499"
"A5604427522959516778"
"A4680919239568994707"
"A12614528035024468136"
"A9580917182616574543"
"A3952851933263681861"
"A8965580866781920345"
"A15798063891759078697"
"A6304984438477329807"
"A14836712107199463748"
"A13145021519610615548"
"A316685596021302100"
"A5095225315952557355"
"A7292584403577105228"
"A14868626998985933179"
"A3258396935327601250"
"A9638597882566003584"
"A6508042640457858113"
"A15758656316775686022"
"A1312183345528504755"
"A7502480087940052642"
"A12351167403747828966"
"A8597967676046423745"
"A11367048003425225107"
"A11716128276510014247"
"A12606250941721986284"
"A12860825045185607999"
"A1342226096937359428"
"A8970690123030712678"
"A8439749191971066245"
"A2641640473429978973"
"A7143333864151511244"
"A9940462454251486335"
"A625655485368543290"
"A7459401888721727911"
"A7549948728320776279"
"A5159904006894305813"
"A10806340103991479049"
"A5486762054996438005"
"A13396062650526540626"
"A15833769145283623280"
"A6988471575613004574"
"A15520970130782122379"
"A3491505947377938371"
"A15726413608553237817"
"A793841028343122221"
